node_type,label,record_id,year,review_type,dominant_domain,dominant_loading,tsne_x,tsne_y,parent_domain
record,pubmed_30520741,pubmed_30520741,2019.0,narrative or expert review,psychological,0.344,1.9181079864501953,0.35320258140563965,psychological
record,pubmed_26889614,pubmed_26889614,2016.0,systematic review,psychological,0.3383,-3.11198353767395,-8.77430534362793,psychological
record,pubmed_29494401,pubmed_29494401,2018.0,narrative or expert review,biological,0.3638,5.108214855194092,-2.751554012298584,biological
record,pubmed_35467583,pubmed_35467583,2022.0,narrative or expert review,biological,0.347,6.002029895782471,1.170003890991211,biological
record,pubmed_27023418,pubmed_27023418,2016.0,meta-analysis,biological,0.3461,6.145573616027832,-4.5188889503479,biological
record,pubmed_27902569,pubmed_27902569,2017.0,narrative or expert review,psychological,0.3468,-2.270716667175293,-2.837175130844116,psychological
record,pubmed_31977935,pubmed_31977935,2020.0,systematic review,psychological,0.3419,2.74200439453125,-7.637046813964844,psychological
record,pubmed_40101218,pubmed_40101218,2025.0,systematic review,psychological,0.3447,1.7540037631988525,-5.119638919830322,psychological
record,pubmed_32871946,pubmed_32871946,2020.0,meta-analysis,psychological,0.3483,-0.9117931723594666,-9.870348930358887,psychological
record,pubmed_27496639,pubmed_27496639,2016.0,narrative or expert review,biological,0.3422,-2.3386125564575195,1.174407958984375,biological
record,pubmed_24080806,pubmed_24080806,2013.0,narrative or expert review,psychological,0.3648,0.34619277715682983,-4.026906967163086,psychological
record,pubmed_24690764,pubmed_24690764,2014.0,narrative or expert review,psychological,0.3464,-0.8489077687263489,-3.7729666233062744,psychological
record,pubmed_30893103,pubmed_30893103,2019.0,narrative or expert review,biological,0.3514,0.8817662000656128,-4.110593318939209,biological
record,pubmed_22406986,pubmed_22406986,2012.0,narrative or expert review,psychological,0.353,1.0796183347702026,-3.949737310409546,psychological
record,pubmed_23314014,pubmed_23314014,2013.0,narrative or expert review,psychological,0.348,1.9743397235870361,-0.13480477035045624,psychological
record,pubmed_26148424,pubmed_26148424,2016.0,narrative or expert review,biological,0.3547,4.419678688049316,-0.19636431336402893,biological
record,pubmed_41268985,pubmed_41268985,2025.0,scoping or mapping review,psychological,0.3619,1.2183232307434082,-6.12437105178833,psychological
record,pubmed_41105043,pubmed_41105043,2025.0,narrative or expert review,biological,0.3618,3.8801491260528564,-3.0764262676239014,biological
record,pubmed_24261452,pubmed_24261452,2014.0,narrative or expert review,psychological,0.3462,2.1203832626342773,3.2064082622528076,psychological
record,pubmed_17371358,pubmed_17371358,2007.0,narrative or expert review,psychological,0.3619,8.76198673248291,-3.462895393371582,psychological
record,pubmed_29722923,pubmed_29722923,2018.0,systematic review,biological,0.3481,4.832714080810547,-5.025882244110107,biological
record,pubmed_35990762,pubmed_35990762,2022.0,narrative or expert review,psychological,0.347,3.216909170150757,-7.827228546142578,psychological
record,pubmed_12421777,pubmed_12421777,2002.0,narrative or expert review,psychological,0.3444,8.651450157165527,-6.994450092315674,psychological
record,pubmed_32870949,pubmed_32870949,2020.0,narrative or expert review,biological,0.3445,3.5528130531311035,5.167417049407959,biological
record,pubmed_26600874,pubmed_26600874,2015.0,narrative or expert review,psychological,0.3461,8.700920104980469,-6.680936813354492,psychological
record,pubmed_22435173,pubmed_22435173,2012.0,meta-analysis,psychological,0.3366,3.3955860137939453,5.600424289703369,psychological
record,pubmed_23786498,pubmed_23786498,2013.0,narrative or expert review,biological,0.3493,1.4200363159179688,-2.214808702468872,biological
record,pubmed_24405725,pubmed_24405725,2014.0,systematic review,psychological,0.3516,-0.35996881127357483,-6.238895893096924,psychological
record,pubmed_40624502,pubmed_40624502,2025.0,systematic review,social,0.3423,0.8793154954910278,-5.670360088348389,social
record,pubmed_39468650,pubmed_39468650,2024.0,scoping or mapping review,biological,0.3405,0.7299575209617615,-8.465167045593262,biological
record,pubmed_17420400,pubmed_17420400,2007.0,meta-analysis,biological,0.3401,4.40849494934082,-4.592985153198242,biological
record,pubmed_39137213,pubmed_39137213,2024.0,meta-analysis,social,0.341,-0.7980983257293701,-11.190415382385254,social
record,pubmed_36791365,pubmed_36791365,2023.0,narrative or expert review,biological,0.3449,7.89411735534668,-0.4319323003292084,biological
record,pubmed_22550985,pubmed_22550985,2012.0,narrative or expert review,biological,0.3441,2.1299898624420166,3.157224655151367,biological
record,pubmed_19418887,pubmed_19418887,2009.0,narrative or expert review,psychological,0.3427,6.870195388793945,-7.398842811584473,psychological
record,pubmed_24966693,pubmed_24966693,2014.0,narrative or expert review,biological,0.3643,2.4489951133728027,-4.2992377281188965,biological
record,pubmed_25953594,pubmed_25953594,2015.0,systematic review,biological,0.3689,4.72116756439209,-7.361990928649902,biological
record,pubmed_38754116,pubmed_38754116,2024.0,narrative or expert review,biological,0.3578,4.416362762451172,4.884805202484131,biological
record,pubmed_39629040,pubmed_39629040,2024.0,narrative or expert review,biological,0.3709,3.911571979522705,-2.9561190605163574,biological
record,pubmed_38137395,pubmed_38137395,2023.0,narrative or expert review,biological,0.3539,4.693080902099609,-5.276031494140625,biological
record,pubmed_26039013,pubmed_26039013,2015.0,narrative or expert review,psychological,0.3625,-5.181426048278809,-5.6622700691223145,psychological
record,pubmed_38132273,pubmed_38132273,2023.0,narrative or expert review,biological,0.3477,1.2227362394332886,-1.752225399017334,biological
record,pubmed_38470686,pubmed_38470686,2024.0,systematic review,psychological,0.3372,4.4630327224731445,5.1530022621154785,psychological
record,pubmed_33396262,pubmed_33396262,2020.0,scoping or mapping review,social,0.3396,8.537710189819336,-3.4740278720855713,social
record,pubmed_36675454,pubmed_36675454,2023.0,narrative or expert review,biological,0.3474,6.912079334259033,0.681408703327179,biological
record,WOS:001116314900001,WOS:001116314900001,,network meta-analysis,social,0.3402,-0.26479199528694153,-9.180662155151367,social
record,pubmed_31466408,pubmed_31466408,2019.0,narrative or expert review,psychological,0.3412,1.2441887855529785,-10.905271530151367,psychological
record,pubmed_36278735,pubmed_36278735,2022.0,systematic review,psychological,0.3441,-0.16290681064128876,-10.40727424621582,psychological
record,pubmed_31878346,pubmed_31878346,2019.0,systematic review,biological,0.3418,2.6004438400268555,-5.628682613372803,biological
record,pubmed_39768944,pubmed_39768944,2024.0,systematic review,biological,0.3413,-0.4061773717403412,-10.210341453552246,biological
record,pubmed_24716562,pubmed_24716562,2014.0,narrative or expert review,biological,0.3481,7.934884071350098,0.36416134238243103,biological
record,pubmed_32010899,pubmed_32010899,2019.0,systematic review,psychological,0.3466,1.2071866989135742,-7.8512797355651855,psychological
record,pubmed_12720511,pubmed_12720511,2003.0,narrative or expert review,psychological,0.3524,1.8283928632736206,-1.1309411525726318,psychological
record,pubmed_28359011,pubmed_28359011,2017.0,narrative or expert review,psychological,0.3423,1.5951722860336304,-11.831698417663574,psychological
record,pubmed_2094850,pubmed_2094850,1990.0,narrative or expert review,biological,0.3421,-2.4956486225128174,-5.628930568695068,biological
record,pubmed_17149465,pubmed_17149465,2006.0,narrative or expert review,social,0.3381,2.4157681465148926,-11.419736862182617,social
record,pubmed_10711057,pubmed_10711057,1999.0,narrative or expert review,psychological,0.3438,-0.0009625807870179415,-0.47876936197280884,psychological
record,pubmed_11858295,pubmed_11858295,2000.0,narrative or expert review,psychological,0.3441,-0.08176979422569275,-0.37857866287231445,psychological
record,pubmed_8940956,pubmed_8940956,1996.0,narrative or expert review,psychological,0.3483,6.244061470031738,1.2507613897323608,psychological
record,pubmed_10635197,pubmed_10635197,1999.0,narrative or expert review,psychological,0.3483,3.8768904209136963,4.996606349945068,psychological
record,pubmed_9927896,pubmed_9927896,1998.0,narrative or expert review,psychological,0.3553,0.44282764196395874,3.201010227203369,psychological
record,pubmed_34793635,pubmed_34793635,2021.0,systematic review,psychological,0.3497,0.19552932679653168,-6.0770583152771,psychological
record,pubmed_8842824,pubmed_8842824,1996.0,narrative or expert review,social,0.3385,-1.3731120824813843,-7.479081630706787,social
domain_anchor,Biological,,,,,,-6.018312454223633,-0.11019739508628845,biological
domain_anchor,Psychological,,,,,,-7.127145767211914,4.122636795043945,psychological
domain_anchor,Social,,,,,,-10.836507797241211,-0.5692821741104126,social
subdomain_anchor,Central Sensitization and Neuroplasticity,,,,,,-6.813449859619141,0.21046438813209534,biological
subdomain_anchor,Musculoskeletal and Structural Pathology,,,,,,-7.74802303314209,0.3196275532245636,biological
subdomain_anchor,Pharmacological and Biomedical Treatment,,,,,,-7.383472442626953,0.3462150990962982,biological
subdomain_anchor,Sleep Disruption and Circadian Dysregulation,,,,,,-7.531949996948242,0.8300207853317261,biological
subdomain_anchor,Immune Inflammatory and Neuroinflammatory Processes,,,,,,-7.09769344329834,0.3315686881542206,biological
subdomain_anchor,Genetic Epigenetic and Biological Vulnerability,,,,,,-6.780912399291992,0.8885946273803711,biological
subdomain_anchor,Neuroimaging Brain Structure and Function,,,,,,-7.337828636169434,-0.2754640579223633,biological
subdomain_anchor,Nociceptive Transmission and Pain Pathways,,,,,,-6.586065292358398,0.2438041865825653,biological
subdomain_anchor,Physical Function Mobility and Deconditioning,,,,,,-8.156747817993164,0.4353789985179901,biological
subdomain_anchor,Metabolic Nutritional and Hormonal Factors,,,,,,-7.080767631530762,0.7913318872451782,biological
subdomain_anchor,Catastrophizing and Negative Cognitive Appraisal,,,,,,-8.560554504394531,5.257938861846924,psychological
subdomain_anchor,Fear Avoidance and Pain Related Fear,,,,,,-8.61465072631836,5.021844863891602,psychological
subdomain_anchor,Depression Emotional Distress and Affect,,,,,,-8.805147171020508,4.162796497344971,psychological
subdomain_anchor,Anxiety and Psychological Reactivity,,,,,,-8.812705039978027,4.588615894317627,psychological
subdomain_anchor,Self Efficacy Control Beliefs and Perceived Mastery,,,,,,-8.324623107910156,6.2158379554748535,psychological
subdomain_anchor,Acceptance Psychological Flexibility and Mindfulness,,,,,,-7.9193291664123535,5.003570556640625,psychological
subdomain_anchor,Pain Coping Strategies and Adjustment,,,,,,-8.15565299987793,4.712122440338135,psychological
subdomain_anchor,Attention Vigilance and Pain Processing,,,,,,-8.049749374389648,4.246777057647705,psychological
subdomain_anchor,Illness Beliefs Pain Representations and Meaning,,,,,,-8.75539493560791,6.006899833679199,psychological
subdomain_anchor,Cognitive Behavioral and Psychotherapeutic Approaches,,,,,,-7.5755696296691895,4.623495101928711,psychological
subdomain_anchor,Third Wave Therapies ACT and Contextual Approaches,,,,,,-7.217274188995361,4.495625972747803,psychological
subdomain_anchor,Resilience Positive Psychology and Post Traumatic Growth,,,,,,-9.548974990844727,4.7743096351623535,psychological
subdomain_anchor,Identity Self Concept and Chronic Pain Biography,,,,,,-9.123116493225098,5.964855670928955,psychological
subdomain_anchor,Trauma Adverse Childhood and Life Events,,,,,,-9.445432662963867,4.240368366241455,psychological
subdomain_anchor,Personality Psychological Traits and Individual Differences,,,,,,-9.396284103393555,5.256434440612793,psychological
subdomain_anchor,Cognitive Function Executive Processes and Brain Health,,,,,,-8.208059310913086,3.6408581733703613,psychological
subdomain_anchor,Motivational Processes Goal Pursuit and Engagement,,,,,,-7.916995048522949,5.71035623550415,psychological
subdomain_anchor,Healthcare Seeking Treatment Adherence and Engagement,,,,,,-7.609692573547363,5.642692565917969,psychological
subdomain_anchor,Emotional Regulation and Pain Affect Processing,,,,,,-8.407365798950195,4.437694072723389,psychological
subdomain_anchor,Mental Health Comorbidity and Psychological Wellbeing,,,,,,-8.844719886779785,4.0251336097717285,psychological
subdomain_anchor,Social Support Network and Interpersonal Resources,,,,,,-12.51793384552002,0.16586631536483765,social
subdomain_anchor,Work Disability Occupational Function and Productivity,,,,,,-11.87576961517334,-0.3385544717311859,social
subdomain_anchor,Family Caregiver and Household Dynamics,,,,,,-11.615728378295898,0.3941553831100464,social
subdomain_anchor,Socioeconomic Status and Health Inequity,,,,,,-12.77264404296875,0.8371989727020264,social
subdomain_anchor,Healthcare Access Navigation and System Factors,,,,,,-12.076949119567871,1.09923255443573,social
subdomain_anchor,Cultural Ethnic and Demographic Context,,,,,,-12.033716201782227,0.7439260482788086,social
subdomain_anchor,Community Participation and Social Role Functioning,,,,,,-12.136191368103027,0.07208645343780518,social
subdomain_anchor,Legal Compensation and Medicolegal Systems,,,,,,-11.571979522705078,0.997166633605957,social
subdomain_anchor,Health Literacy Education and Patient Empowerment,,,,,,-12.434454917907715,1.512493371963501,social
subdomain_anchor,Stigma Social Isolation and Exclusion,,,,,,-12.667704582214355,0.5144968032836914,social
subdomain_anchor,Return to Work Vocational Rehabilitation and Employment,,,,,,-11.797614097595215,-0.573100209236145,social
subdomain_anchor,Social Determinants of Pain and Environment,,,,,,-12.396750450134277,0.6537249088287354,social
